model name,word,test set definition,ranking
reversedictionary.org,knowledge,the state or fact of knowing,1
reversedictionary.org,experience,the apprehension of an object thought or emotion through the senses or mind a child s first experience of snow,3
reversedictionary.org,frustration,the act of frustrating or an instance of being frustrated,1
reversedictionary.org,bat,a stout wooden stick a cudgel,1
reversedictionary.org,prey,an animal hunted or caught for food quarry,1
reversedictionary.org,searching,examining closely or thoroughly probing a searching investigation of their past dealings,1
reversedictionary.org,barrel,a large cylindrical container usually made of staves bound together with hoops with a flat top and bottom of equal diameter,1
reversedictionary.org,cram,to force press or squeeze into an insufficient space stuff,1
reversedictionary.org,love,a deep tender ineffable feeling of affection and solicitude toward a person such as that arising from kinship recognition of attractive qualities or a sense of underlying oneness,1
reversedictionary.org,skill,proficiency facility or dexterity that is acquired or developed through training or experience,1
reversedictionary.org,harmonica,a small rectangular instrument consisting of a row of free reeds set back in air holes played by exhaling or inhaling,1
reversedictionary.org,thump,a blow with a blunt object,1
reversedictionary.org,intensity,exceptionally great concentration power or force,1
reversedictionary.org,band,a group of musicians who perform as an ensemble,1
reversedictionary.org,expertise,expert advice or opinion,1
reversedictionary.org,training,the process or routine of one who trains,1
reversedictionary.org,pat,a light quik blow or stroke with the fingers or hand a tap,1
reversedictionary.org,instrument,a device for recording measuring or controlling especially such a device functioning as part of a control system,1
reversedictionary.org,apprenticeship,the condition of or the time served by an apprentice,1
reversedictionary.org,automation,the automatic operation or control of equipment a process or a system,1
reversedictionary.org,scouring,to search an area thoroughly,-1
reversedictionary.org,literacy,the condition or quality of being literate especially the ability to read and write,1
reversedictionary.org,preparation,the act or process of preparing,1
reversedictionary.org,jazz,a style of music native to america characterized by a strong but flexible rhythmic understructure with solo and ensemble improvisations on basic tunes and chord patterns and more recently a highly sophisticated harmonic idiom,1
reversedictionary.org,manufacturing,the action of the verb to manufacture,227
reversedictionary.org,erudition,deep extensive learning,1
reversedictionary.org,tin,a malleable silvery metallic element obtained chiefly from cassiterite,1
reversedictionary.org,progress,movement as toward a goal advance,1
reversedictionary.org,anger,a strong feeling of displeasure or hostility,1
reversedictionary.org,wireless,the word wireless is normally used to refer to any type of electrical or electronic operation which is done without a hard wired connection,93
reversedictionary.org,shop,a small retail store or a specialty department in a large store,1
reversedictionary.org,tutelage,teaching pupils individually usually by a tutor hired privately,1
reversedictionary.org,computer,a device that computes especially a programmable electronic machine that performs high speed mathematical or logical operations or that assembles stores correlates or otherwise processes information,1
reversedictionary.org,medicine,the science of diagnosing treating or preventing disease and other damage to the body or mind,1
reversedictionary.org,digital,of relating to or resembling a digit especially a finger,1
reversedictionary.org,rap,a quick light blow or knock,1
reversedictionary.org,educational,of or relating to education,1
reversedictionary.org,computing,to determine by mathematics especially by numerical methods computed the tax due,634
reversedictionary.org,communication,the act of communicating transmission,1
reversedictionary.org,fire,enthusiasm,5
reversedictionary.org,hound,a domestic dog of any of various breeds commonly used for hunting characteristically having drooping ears a short coat and a deep resonant voice,1
reversedictionary.org,school,an institution for the instruction of children or people under college age,1
reversedictionary.org,drumhead,the material stretched over one end or either of both ends of a drum,1
reversedictionary.org,internet,an interconnected system of networks that connects computers around the world via the tcp ip protocol,3
reversedictionary.org,scientific,of relating to or employing the methodology of science,1
reversedictionary.org,bongo,one of a pair of connected tuned drums that are played by beating with the hands,1
reversedictionary.org,nanotechnology,the science and technology of building devices such as electronic circuits from single atoms and molecules,1
reversedictionary.org,student,one who is enrolled or attends classes at a school college or university,1
reversedictionary.org,knock,to strike with a hard blow,1
reversedictionary.org,devices,plural form of device,-1
reversedictionary.org,chase,to follow rapidly in order to catch or overtake pursue chased the thief,1
reversedictionary.org,hunting,the activity or sport of pursuing game,1
reversedictionary.org,pedagogy,the art or profession of teaching,1
reversedictionary.org,prospect,the act of surveying or examining,1
reversedictionary.org,curriculum,all the courses of study offered by an educational institution,1
reversedictionary.org,pail,a watertight cylindrical vessel open at the top and fitted with a handle a bucket,1
reversedictionary.org,clap,to strike the palms of the hands together with a sudden explosive sound as in applauding,1
reversedictionary.org,club,a stout heavy stick usually thicker at one end suitable for use as a weapon a cudgel,1
reversedictionary.org,energy,the capacity for work or vigorous activity vigor power,1
reversedictionary.org,pursuit,the act or an instance of chasing or pursuing,1
reversedictionary.org,slam,to hit or strike with great force,2
reversedictionary.org,percussion,the striking together of two bodies especially when noise is produced,1
reversedictionary.org,sentimentality,the quality or condition of being excessively or affectedly sentimental,1
reversedictionary.org,culture,the totality of socially transmitted behavior patterns arts beliefs institutions and all other products of human work and thought,1
reversedictionary.org,hardware,computer science a computer and the associated physical equipment directly involved in the performance of data processing or communications functions,1
reversedictionary.org,cylinder,mathematics the surface generated by a straight line intersecting and moving along a closed plane curve the directrix while remaining parallel to a fixed straight line that is not on or parallel to the plane of the directrix,1
reversedictionary.org,trap,a contrivance for catching and holding animals as a concealed pit or a clamplike device that springs shut suddenly,1
reversedictionary.org,heat,a form of energy associated with the motion of atoms or molecules and capable of being transmitted through solid and fluid media by conduction through fluid media by convection and through empty space by radiation,1
reversedictionary.org,profession,an occupation or career one of the highest compliments a child can pay a parent is to choose his or her profession joan nathan,1
reversedictionary.org,trace,a visible mark such as a footprint made or left by the passage of a person animal or thing,1
reversedictionary.org,technological,relating to or involving technology especially scientific technology,1
reversedictionary.org,joy,intense and especially ecstatic or exultant happiness,1
reversedictionary.org,gadget,a small specialized mechanical or electronic device a contrivance,1
reversedictionary.org,kill,to put to death,5
reversedictionary.org,systems,plural form of system,-1
reversedictionary.org,innovation,the act of introducing something new,1
reversedictionary.org,snare,a trapping device often consisting of a noose used for capturing birds and small mammals,1
reversedictionary.org,ambush,the act of lying in wait to attack by surprise,1
reversedictionary.org,wheel,a wheel is a disc or circle shaped mechanical device,5
reversedictionary.org,equipment,the act of equipping or the state of being equipped,1
reversedictionary.org,bounty,liberality in giving,2
reversedictionary.org,schooling,instruction or training given at school,1
reversedictionary.org,gun,a weapon consisting of a metal tube from which a projectile is fired at high velocity into a relatively flat trajectory,1
reversedictionary.org,perception,the process act or faculty of perceiving,1
reversedictionary.org,probe,an exploratory action expedition or device especially one designed to investigate and obtain information on a remote or unknown region,1
reversedictionary.org,music,the art of arranging sounds in time so as to produce a continuous unified and evocative composition as through melody harmony rhythm and timbre,1
reversedictionary.org,learning,the act process or experience of gaining knowledge or skill,1
reversedictionary.org,happiness,the emotion of being happy joy,1
reversedictionary.org,drummer,one who plays a drum as in a band,1
reversedictionary.org,manhunt,an organized extensive search for a person usually a fugitive criminal,1
reversedictionary.org,biotechnology,the use of microorganisms such as bacteria or yeasts or biological substances such as enzymes to perform specific industrial or manufacturing processes,1
reversedictionary.org,enthusiasm,great excitement for or interest in a subject or cause,1
reversedictionary.org,beat,to strike repeatedly,1
reversedictionary.org,sensation,a perception associated with stimulation of a sense organ or with a specific body condition the sensation of heat a visual sensation,1
reversedictionary.org,instruction,the act practice or profession of instructing,1
reversedictionary.org,software,computer science the programs routines and symbolic languages that control the functioning of the hardware and direct its operation,1
reversedictionary.org,sense,any of the faculties by which stimuli from outside or inside the body are received and felt as the faculties of hearing sight smell touch taste and equilibrium,1
reversedictionary.org,bugle,a brass wind instrument somewhat shorter than a trumpet and lacking keys or valves,1
reversedictionary.org,consciousness,the state or condition of being conscious,1
reversedictionary.org,quest,the act or an instance of seeking or pursuing something a search,1
reversedictionary.org,science,the observation identification description experimental investigation and theoretical explanation of phenomena,1
reversedictionary.org,forage,the act of looking or searching for food or provisions,1
reversedictionary.org,tap,to strike gently with a light blow or blows,1
reversedictionary.org,adult,one who has attained maturity or legal age,1
reversedictionary.org,excitement,the act or an instance of exciting,1
reversedictionary.org,drum,a percussion instrument consisting of a hollow cylinder or hemisphere with a membrane stretched tightly over one or both ends played by beating with the hands or sticks,1
reversedictionary.org,catch,to capture or seize especially after a chase,1
reversedictionary.org,track,a mark or succession of marks left by something that has passed,1
reversedictionary.org,drive,to push propel or press onward forcibly urge forward drove the horses into the corral,1
reversedictionary.org,mechanism,a machine or mechanical appliance,1
reversedictionary.org,foraging,the act of looking or searching for food or provisions,-1
reversedictionary.org,pursue,to follow in an effort to overtake or capture chase a fox that was pursued by hounds,1
reversedictionary.org,coeducation,the system of education in which both men and women attend the same institution or classes,1
reversedictionary.org,electronics,the science and technology of electronic phenomena,1
reversedictionary.org,scholarship,the methods discipline and attainments of a scholar or scholars,1
reversedictionary.org,engineering,the application of scientific and mathematical principles to practical ends such as the design manufacture and operation of efficient and economical structures machines processes and systems,1
reversedictionary.org,transhumanism,a philosophy favouring the use of science and technology especially neurotechnology biotechnology and nanotechnology to overcome human limitations and improve the human condition,1
reversedictionary.org,hit,to come into contact with forcefully strike the car hit the guardrail,1
reversedictionary.org,thrum,to play a stringed instrument idly or monotonously thrummed a guitar,1
reversedictionary.org,education,the act or process of educating or being educated,1
reversedictionary.org,snipe,any of various long billed shore birds of the genus gallinago or capella related to the woodcocks and sandpipers especially the common widely distributed species g,1
reversedictionary.org,emotionality,the state or quality of being emotional,-1
reversedictionary.org,university,an institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master s degrees and doctorates and an undergraduate division that awards bachelor s degrees,1
reversedictionary.org,trombone,a brass instrument consisting of a long cylindrical tube bent upon itself twice ending in a bell shaped mouth and having a movable u shaped slide for producing different pitches,1
reversedictionary.org,vehemence,an intense concentration force or power,1
reversedictionary.org,violence,physical force exerted for the purpose of violating damaging or abusing crimes of violence,1
reversedictionary.org,breeding,one s line of descent ancestry a person of noble breeding,16
reversedictionary.org,run,to move swiftly on foot so that both feet leave the ground during each stride,1
reversedictionary.org,classroom,a room or place especially in a school in which classes are conducted a second floor classroom an outdoor classroom,1
reversedictionary.org,application,the act of applying,1
reversedictionary.org,search,to make a thorough examination of look over carefully in order to find something explore,1
reversedictionary.org,cymbal,a percussion instrument consisting of a concave brass plate that makes a loud clashing tone when hit with a drumstick or when used in pairs,1
reversedictionary.org,didactics,instruction teaching pedagogy,1
reversedictionary.org,compassion,deep awareness of the suffering of another coupled with the wish to relieve it,1
reversedictionary.org,piano,a musical instrument with a manual keyboard actuating hammers that strike wire strings producing sounds that may be softened or sustained by means of pedals,1
reversedictionary.org,empathy,identification with and understanding of another s situation feelings and motives,1
reversedictionary.org,tech,technology,1
reversedictionary.org,humility,the quality or condition of being humble,1
reversedictionary.org,tambourine,a percussion instrument consisting of a small drumhead with jingling disks fitted into the rim usually played by shaking and striking with the hand,1
reversedictionary.org,feeling,the sensation involving perception by touch,1
reversedictionary.org,research,scholarly or scientific investigation or inquiry,1
reversedictionary.org,hunt,to pursue game for food or sport,1
reversedictionary.org,preschool,of relating to intended for or being the early years of childhood that precede the beginning of elementary school,1
reversedictionary.org,emotional,of or relating to emotion,2
reversedictionary.org,apparatus,an appliance or device for a particular purpose,1
reversedictionary.org,humanities,plural form of humanity,217
reversedictionary.org,undergraduate,a college or university student who has not yet received a bachelor s or similar degree,1
reversedictionary.org,whale,for the biological order see cetacea,5
reversedictionary.org,homeschooling,teaching children at home instead of sending them to school,1
reversedictionary.org,shakedown,a thorough search,2
reversedictionary.org,tool,a device such as a saw used to perform or facilitate manual or mechanical work,1
reversedictionary.org,emotion,a mental state that arises spontaneously rather than through conscious effort and is often accompanied by physiological changes a feeling the emotions of joy sorrow reverence hate and love,1
reversedictionary.org,industry,commercial production and sale of goods,1
reversedictionary.org,pound,to strike repeatedly and forcefully,2
reversedictionary.org,fervor,great warmth and intensity of emotion,47
reversedictionary.org,explore,to investigate systematically examine explore every possibility,1
reversedictionary.org,awe,a mixed emotion of reverence respect dread and wonder inspired by authority genius great beauty sublimity or might we felt awe when contemplating the works of bach,1
reversedictionary.org,bionics,application of biological principles to the study and design of engineering systems especially electronic systems,1
reversedictionary.org,djembe,a large skin covered drum played with the hands used in west african and some fusion music,1

reversedictionary.org,can,a buoy with a round bottom and conical top,1
reversedictionary.org,educationist,a specialist in the theory of education,47
reversedictionary.org,lyceum,a school for students intermediate between elementary school and college ; usually grades 9 to 12,2
reversedictionary.org,technology,the practical application of science to commerce or industry,1
reversedictionary.org,device,a contrivance or an invention serving a particular purpose especially a machine used to perform one or more relatively simple tasks,1
reversedictionary.org,look,to employ one s sight especially in a given direction or on a given object looking out the window looked at the floor,1
reversedictionary.org,robotics,the science or study of the technology associated with the design fabrication theory and application of robots,1
reversedictionary.org,technical,of relating to or derived from technique,1
reversedictionary.org,foxhunt,a hunt for foxes normally with dogs,-1
reversedictionary.org,falcon,any of various birds of prey of the family falconidae and especially of the genus falco having a short curved beak and long pointed powerful wings adapted for swift flight,1
reversedictionary.org,ferret,a weasellike usually albino mammal mustela putorius furo related to the polecat and often trained to hunt rats or rabbits,1
reversedictionary.org,timpani,a set of kettledrums,1
reversedictionary.org,sadness,the state or emotion of being sad,1
reversedictionary.org,kindergarten,a program or class for four year old to six year old children that serves as an introduction to school,1
reversedictionary.org,development,the act of developing,1
reversedictionary.org,sound,vibrations transmitted through an elastic solid or a liquid or gas with frequencies in the approximate range of to hertz capable of being detected by human organs of hearing,1
reversedictionary.org,psychology,the science that deals with mental processes and behavior,1
reversedictionary.org,invention,the act or process of inventing used a technique of her own invention,1
reversedictionary.org,society,the totality of social relationships among humans,1
reversedictionary.org,telephone,an instrument that converts voice and other sound signals into a form that can be transmitted to remote locations and that receives and reconverts waves into sound signals,1
reversedictionary.org,sympathy,a relationship or an affinity between people or things in which whatever affects one correspondingly affects the other,1
reversedictionary.org,fowl,any of various birds of the order galliformes especially the common widely domesticated chicken gallus gallus,1
reversedictionary.org,fear,a feeling of agitation and anxiety caused by the presence or imminence of danger,1
reversedictionary.org,lesson,something to be learned lessons from observing nature,1
reversedictionary.org,chord,a combination of three or more pitches sounded simultaneously,1
reversedictionary.org,guitar,a musical instrument having a flat backed rounded body that narrows in the middle a long fretted neck and usually six strings played by strumming or plucking,1
reversedictionary.org,mood,a state of mind or emotion,2
reversedictionary.org,course,a complete body of prescribed studies constituting a curriculum a four year course in engineering,1
reversedictionary.org,biomedical,of or pertaining to biomedicine,1
reversedictionary.org,orchestral,relating to an orchestra or to music played by an orchestra,1
reversedictionary.org,ardor,fiery intensity of feeling,66
reversedictionary.org,cannister,a usually cylindrical storage container especially,-1
reversedictionary.org,dog,a domesticated carnivorous mammal canis familiaris related to the foxes and wolves and raised in a wide variety of breeds,1
reversedictionary.org,classwork,that part of a scholar s work that is done in class,1
reversedictionary.org,shoot,to hit wound or kill with a missile fired from a weapon,1
reversedictionary.org,trumpet,a soprano brass wind instrument consisting of a long metal tube looped once and ending in a flared bell the modern type being equipped with three valves for producing variations in pitch,1
reversedictionary.org,homework,work such as schoolwork or piecework that is done at home,1
reversedictionary.org,bucket,a cylindrical vessel used for holding or carrying liquids or solids a pail,1
reversedictionary.org,anxiety,a state of uneasiness and apprehension as about future uncertainties,1
reversedictionary.org,teacher,one who teaches especially one hired to teach,1
reversedictionary.org,tuition,a fee for instruction especially at a formal institution of learning,1
reversedictionary.org,stalk,a stem or main axis of a herbaceous plant,1
reversedictionary.org,machine,a device consisting of fixed and moving parts that modifies mechanical energy and transmits it in a more useful form,1
reversedictionary.org,predation,the act or practice of plundering or marauding,1
reversedictionary.org,hunter,one who hunts game,1
reversedictionary.org,saxophone,a woodwind instrument with a single reed mouthpiece and a usually curved conical metal tube including soprano alto tenor and baritone sizes,1
reversedictionary.org,impression,an effect feeling or image retained as a consequence of experience,1
reversedictionary.org,flute,a high pitched woodwind instrument consisting of a slender tube closed at one end with keys and finger holes on the side and an opening near the closed end across which the breath is blown,1
reversedictionary.org,sentiment,a thought view or attitude especially one based mainly on emotion instead of reason an anti american sentiment swept through the country,1
reversedictionary.org,fervency,the condition or quality of being fervent,408
reversedictionary.org,tutoring,a private instructor,-1
reversedictionary.org,knowledge,the state or fact of knowing,1
reversedictionary.org,experience,the apprehension of an object thought or emotion through the senses or mind a child s first experience of snow,3
reversedictionary.org,frustration,the act of frustrating or an instance of being frustrated,1
reversedictionary.org,bat,a stout wooden stick a cudgel,1
reversedictionary.org,prey,an animal hunted or caught for food quarry,1
reversedictionary.org,searching,examining closely or thoroughly probing a searching investigation of their past dealings,1
reversedictionary.org,barrel,a large cylindrical container usually made of staves bound together with hoops with a flat top and bottom of equal diameter,1
reversedictionary.org,cram,to force press or squeeze into an insufficient space stuff,1
reversedictionary.org,love,a deep tender ineffable feeling of affection and solicitude toward a person such as that arising from kinship recognition of attractive qualities or a sense of underlying oneness,1
reversedictionary.org,skill,proficiency facility or dexterity that is acquired or developed through training or experience,1
reversedictionary.org,harmonica,a small rectangular instrument consisting of a row of free reeds set back in air holes played by exhaling or inhaling,1
reversedictionary.org,thump,a blow with a blunt object,1
reversedictionary.org,intensity,exceptionally great concentration power or force,1
reversedictionary.org,band,a group of musicians who perform as an ensemble,1
reversedictionary.org,expertise,expert advice or opinion,1
reversedictionary.org,training,the process or routine of one who trains,1
reversedictionary.org,pat,a light quik blow or stroke with the fingers or hand a tap,1
reversedictionary.org,instrument,a device for recording measuring or controlling especially such a device functioning as part of a control system,1
reversedictionary.org,apprenticeship,the condition of or the time served by an apprentice,1
reversedictionary.org,automation,the automatic operation or control of equipment a process or a system,1
reversedictionary.org,scouring,to search an area thoroughly,-1
reversedictionary.org,literacy,the condition or quality of being literate especially the ability to read and write,1
reversedictionary.org,preparation,the act or process of preparing,1
reversedictionary.org,jazz,a style of music native to america characterized by a strong but flexible rhythmic understructure with solo and ensemble improvisations on basic tunes and chord patterns and more recently a highly sophisticated harmonic idiom,1
reversedictionary.org,manufacturing,the action of the verb to manufacture,227
reversedictionary.org,erudition,deep extensive learning,1
reversedictionary.org,tin,a malleable silvery metallic element obtained chiefly from cassiterite,1
reversedictionary.org,progress,movement as toward a goal advance,1
reversedictionary.org,anger,a strong feeling of displeasure or hostility,1
reversedictionary.org,wireless,the word wireless is normally used to refer to any type of electrical or electronic operation which is done without a hard wired connection,93
reversedictionary.org,shop,a small retail store or a specialty department in a large store,1
reversedictionary.org,tutelage,teaching pupils individually usually by a tutor hired privately,1
reversedictionary.org,computer,a device that computes especially a programmable electronic machine that performs high speed mathematical or logical operations or that assembles stores correlates or otherwise processes information,1
reversedictionary.org,medicine,the science of diagnosing treating or preventing disease and other damage to the body or mind,1
reversedictionary.org,digital,of relating to or resembling a digit especially a finger,1
reversedictionary.org,rap,a quick light blow or knock,1
reversedictionary.org,educational,of or relating to education,1
reversedictionary.org,computing,to determine by mathematics especially by numerical methods computed the tax due,634
reversedictionary.org,communication,the act of communicating transmission,1
reversedictionary.org,fire,enthusiasm,5
reversedictionary.org,hound,a domestic dog of any of various breeds commonly used for hunting characteristically having drooping ears a short coat and a deep resonant voice,1
reversedictionary.org,school,an institution for the instruction of children or people under college age,1
reversedictionary.org,drumhead,the material stretched over one end or either of both ends of a drum,1
reversedictionary.org,internet,an interconnected system of networks that connects computers around the world via the tcp ip protocol,3
reversedictionary.org,scientific,of relating to or employing the methodology of science,1
reversedictionary.org,bongo,one of a pair of connected tuned drums that are played by beating with the hands,1
reversedictionary.org,nanotechnology,the science and technology of building devices such as electronic circuits from single atoms and molecules,1
reversedictionary.org,student,one who is enrolled or attends classes at a school college or university,1
reversedictionary.org,knock,to strike with a hard blow,1
reversedictionary.org,devices,plural form of device,-1
reversedictionary.org,chase,to follow rapidly in order to catch or overtake pursue chased the thief,1
reversedictionary.org,hunting,the activity or sport of pursuing game,1
reversedictionary.org,pedagogy,the art or profession of teaching,1
reversedictionary.org,prospect,the act of surveying or examining,1
reversedictionary.org,curriculum,all the courses of study offered by an educational institution,1
reversedictionary.org,pail,a watertight cylindrical vessel open at the top and fitted with a handle a bucket,1
reversedictionary.org,clap,to strike the palms of the hands together with a sudden explosive sound as in applauding,1
reversedictionary.org,club,a stout heavy stick usually thicker at one end suitable for use as a weapon a cudgel,1
reversedictionary.org,energy,the capacity for work or vigorous activity vigor power,1
reversedictionary.org,pursuit,the act or an instance of chasing or pursuing,1
reversedictionary.org,slam,to hit or strike with great force,2
reversedictionary.org,percussion,the striking together of two bodies especially when noise is produced,1
reversedictionary.org,sentimentality,the quality or condition of being excessively or affectedly sentimental,1
reversedictionary.org,culture,the totality of socially transmitted behavior patterns arts beliefs institutions and all other products of human work and thought,1
reversedictionary.org,hardware,computer science a computer and the associated physical equipment directly involved in the performance of data processing or communications functions,1
reversedictionary.org,cylinder,mathematics the surface generated by a straight line intersecting and moving along a closed plane curve the directrix while remaining parallel to a fixed straight line that is not on or parallel to the plane of the directrix,1
reversedictionary.org,trap,a contrivance for catching and holding animals as a concealed pit or a clamplike device that springs shut suddenly,1
reversedictionary.org,heat,a form of energy associated with the motion of atoms or molecules and capable of being transmitted through solid and fluid media by conduction through fluid media by convection and through empty space by radiation,1
reversedictionary.org,profession,an occupation or career one of the highest compliments a child can pay a parent is to choose his or her profession joan nathan,1
reversedictionary.org,trace,a visible mark such as a footprint made or left by the passage of a person animal or thing,1
reversedictionary.org,technological,relating to or involving technology especially scientific technology,1
reversedictionary.org,joy,intense and especially ecstatic or exultant happiness,1
reversedictionary.org,gadget,a small specialized mechanical or electronic device a contrivance,1
reversedictionary.org,kill,to put to death,5
reversedictionary.org,systems,plural form of system,-1
reversedictionary.org,innovation,the act of introducing something new,1
reversedictionary.org,snare,a trapping device often consisting of a noose used for capturing birds and small mammals,1
reversedictionary.org,ambush,the act of lying in wait to attack by surprise,1
reversedictionary.org,wheel,a wheel is a disc or circle shaped mechanical device,5
reversedictionary.org,equipment,the act of equipping or the state of being equipped,1
reversedictionary.org,bounty,liberality in giving,2
reversedictionary.org,schooling,instruction or training given at school,1
reversedictionary.org,gun,a weapon consisting of a metal tube from which a projectile is fired at high velocity into a relatively flat trajectory,1
reversedictionary.org,perception,the process act or faculty of perceiving,1
reversedictionary.org,probe,an exploratory action expedition or device especially one designed to investigate and obtain information on a remote or unknown region,1
reversedictionary.org,music,the art of arranging sounds in time so as to produce a continuous unified and evocative composition as through melody harmony rhythm and timbre,1
reversedictionary.org,learning,the act process or experience of gaining knowledge or skill,1
reversedictionary.org,happiness,the emotion of being happy joy,1
reversedictionary.org,drummer,one who plays a drum as in a band,1
reversedictionary.org,manhunt,an organized extensive search for a person usually a fugitive criminal,1
reversedictionary.org,biotechnology,the use of microorganisms such as bacteria or yeasts or biological substances such as enzymes to perform specific industrial or manufacturing processes,1
reversedictionary.org,enthusiasm,great excitement for or interest in a subject or cause,1
reversedictionary.org,beat,to strike repeatedly,1
reversedictionary.org,sensation,a perception associated with stimulation of a sense organ or with a specific body condition the sensation of heat a visual sensation,1
reversedictionary.org,instruction,the act practice or profession of instructing,1
reversedictionary.org,software,computer science the programs routines and symbolic languages that control the functioning of the hardware and direct its operation,1
reversedictionary.org,sense,any of the faculties by which stimuli from outside or inside the body are received and felt as the faculties of hearing sight smell touch taste and equilibrium,1
reversedictionary.org,bugle,a brass wind instrument somewhat shorter than a trumpet and lacking keys or valves,1
reversedictionary.org,consciousness,the state or condition of being conscious,1
reversedictionary.org,quest,the act or an instance of seeking or pursuing something a search,1
reversedictionary.org,science,the observation identification description experimental investigation and theoretical explanation of phenomena,1
reversedictionary.org,forage,the act of looking or searching for food or provisions,1
reversedictionary.org,tap,to strike gently with a light blow or blows,1
reversedictionary.org,adult,one who has attained maturity or legal age,1
reversedictionary.org,excitement,the act or an instance of exciting,1
reversedictionary.org,drum,a percussion instrument consisting of a hollow cylinder or hemisphere with a membrane stretched tightly over one or both ends played by beating with the hands or sticks,1
reversedictionary.org,catch,to capture or seize especially after a chase,1
reversedictionary.org,track,a mark or succession of marks left by something that has passed,1
reversedictionary.org,drive,to push propel or press onward forcibly urge forward drove the horses into the corral,1
reversedictionary.org,mechanism,a machine or mechanical appliance,1
reversedictionary.org,foraging,the act of looking or searching for food or provisions,-1
reversedictionary.org,pursue,to follow in an effort to overtake or capture chase a fox that was pursued by hounds,1
