model name,word,test set definition,ranking
reversedictionary.org,flute,"A woodwind instrument consisting of a tube with a row of holes that produce sound through vibrations caused by air blown across the edge of the holes, often tuned by plugging one or more holes with a finger; the Western concert flute, a transverse side-blown flute of European origin.",1
reversedictionary.org,snipe,A shot fired from a concealed place.,1
reversedictionary.org,invention,The act of discovering or finding; the act of finding out; discovery.,1
reversedictionary.org,bionics,"The design of engineering systems, especially electronic ones, based on that of biological systems.",1
reversedictionary.org,humility,The characteristic of being humble; humbleness in character and behavior.,1
reversedictionary.org,piano,"A percussive keyboard musical instrument, usually ranging over seven octaves, with white and black colored keys, played by pressing these keys, causing hammers to strike strings",1
reversedictionary.org,awe,A feeling of fear and reverence.,1
reversedictionary.org,tutelage,Instruction; teaching; guidance,1
reversedictionary.org,medicine,A substance which specifically promotes healing when ingested or consumed in some way.,1
reversedictionary.org,lesson,Something learned or to be learned.,1
reversedictionary.org,student,"A person who is formally enrolled at a school, a college or university, or another educational institution.",2
reversedictionary.org,hardware,"Fixtures, equipment, tools and devices used for general-purpose construction and repair of a structure or object. Also such equipment as sold as stock by a store of the same name, e.g. hardware store.",1
reversedictionary.org,shoot,The act of shooting; the discharge of a missile; a shot.,1
reversedictionary.org,computer,"A programmable electronic device that performs mathematical calculations and logical operations, especially one that can process, store and retrieve large amounts of data very quickly; now especially, a small one for personal or home use employed for manipulating text or graphics, accessing the Internet, or playing games or media.",1
reversedictionary.org,chord,A harmonic set of three or more notes that is heard as if sounding simultaneously.,1
reversedictionary.org,pedagogy,"The activities of educating, teaching or instructing.",1
reversedictionary.org,zeal,"The fervour or tireless devotion for a person, cause, or ideal and determination in its furtherance; diligent enthusiasm; powerful interest.",1
reversedictionary.org,school,"An educational institution providing primary and secondary education, prior to tertiary education (college or university).",1
reversedictionary.org,knock,"An abrupt rapping sound, as from an impact of a hard object against wood.",1
reversedictionary.org,classroom,"A room, often in a school, where classes take place",1
reversedictionary.org,band,"A group of musicians who perform together as an ensemble, usually for a professional recording artist.",2
reversedictionary.org,sympathy,A feeling of pity or sorrow for the suffering or distress of another; compassion.,1
reversedictionary.org,technology,The organization of knowledge for practical purposes.,1
reversedictionary.org,bongo,"Either of a pair of small drums of Cuban origin, played by beating with the hands.",1
reversedictionary.org,telephone,"A telecommunication device (originally mechanical, and now electronic) used for two-way talking with another person (now often shortened to phone).",1
reversedictionary.org,progress,"Movement or advancement through a series of events, or points in time; development through time.",53
reversedictionary.org,tin,"An airtight container, made of tin or another metal, used to preserve food.",1
reversedictionary.org,pound,"To strike hard, usually repeatedly.",1
reversedictionary.org,stalk,To approach slowly and quietly in order not to be discovered when getting closer.,1
reversedictionary.org,tools,A mechanical device intended to make a task easier.,-1
reversedictionary.org,robotics,"The science and technology of robots, their design, manufacture, and application",1
reversedictionary.org,wheel,"A circular device capable of rotating on its axis, facilitating movement or transportation or performing labour in machines.",1
reversedictionary.org,falcon,"Any bird of the genus Falco, all of which are birds of prey.",1
reversedictionary.org,rap,A sharp blow with something hard.,1
reversedictionary.org,learning,"To acquire, or attempt to acquire knowledge or an ability to do something.",194
reversedictionary.org,disgust,An intense dislike or loathing someone feels for something bad or nasty.,1
reversedictionary.org,harmonica,"A musical wind instrument with a series of holes for the player to blow into, each hole producing a different note",1
reversedictionary.org,expertise,Great skill or knowledge in a particular field or hobby.,1
reversedictionary.org,preschool,A nursery school.,2
reversedictionary.org,perception,"The organisation, identification and interpretation of sensory information.",23
reversedictionary.org,communication,The concept or state of exchanging data or information between entities.,1
reversedictionary.org,automation,"The act or process of converting the controlling of a machine or device to a more automatic system, such as computer or electronic controls.",1
reversedictionary.org,bang,A sudden percussive noise.,1
reversedictionary.org,quest,"A journey or effort in pursuit of a goal (often lengthy, ambitious, or fervent); a mission.",1
reversedictionary.org,orchestral,Relating to an orchestra or to music played by an orchestra.,1
reversedictionary.org,sentimentality,An act or state of being sentimental.,1
reversedictionary.org,mechanism,"(within a machine or machinery) Any mechanical means for the conversion or control of motion, or the transmission or control of power.",1
reversedictionary.org,tambourine,"A percussion instrument consisting of a small, usually wooden, hoop closed on one side with a drum frame and featuring jingling metal disks on the tread; it is most often held in the hand and shaken rhythmically; by extension, any frame drum.",1
reversedictionary.org,cylinder,Any object in the form of a circular cylinder.,1
reversedictionary.org,cymbal,"A concave plate of brass or bronze that produces a sharp, ringing sound when struck: played either in pairs, by striking them together, or singly by striking with a drumstick or the like.",1
reversedictionary.org,manhunt,An organized search for a criminal or enemy.,1
reversedictionary.org,trace,A residue of some substance or material.,468
reversedictionary.org,tenderness,"A tendency to express warm, compassionate feelings",1
reversedictionary.org,experience,"A collection of events and or activities from which an individual or group may gather knowledge, opinions, and skills.",1
reversedictionary.org,percussion,The collision of two bodies in order to produce a sound.,1
reversedictionary.org,hunting,"The act of finding and killing a wild animal, either for sport or with the intention of using its parts to make food, clothes, etc.",2
reversedictionary.org,thump,A blow that produces a muffled sound.,1
reversedictionary.org,capabilities,The power or ability to generate an outcome,-1
reversedictionary.org,instrument,A device used to produce music.,1
reversedictionary.org,predation,The action of attacking or plundering.,3
reversedictionary.org,transhumanism,"A philosophy favouring the use of science and technology, especially neurotechnology, biotechnology, and nanotechnology, to overcome human limitations and improve the human condition.",1
reversedictionary.org,shop,"An establishment that sells goods or services to the public; originally only a physical location, but now a virtual establishment as well.",1
reversedictionary.org,barrel,"A round vessel or cask, of greater length than breadth, and bulging in the middle, made of staves bound with hoops, and having flat ends or heads. Sometimes applied to a similar cylindrical container made of metal, usually called a drum.",1
reversedictionary.org,shakedown,"Extortion, especially through blackmail",1
reversedictionary.org,research,"Diligent inquiry or examination to seek or revise facts, principles, theories, applications, etc.; laborious or continued search after truth.",1
reversedictionary.org,ardor,Great warmth of feeling; fervor; passion.,6
reversedictionary.org,consciousness,The state of being conscious or aware; awareness.,1
reversedictionary.org,preparation,The act of preparing or getting ready.,1
reversedictionary.org,whale,Any of several species of large sea mammals of the infraorder Cetacea.,2
reversedictionary.org,curriculum,"The set of courses, coursework, and their content, offered at a school or university.",1
reversedictionary.org,teaching,The profession of educating people.,5
reversedictionary.org,innovation,"Something new, and contrary to established customs, manners, or rites.",1
reversedictionary.org,technological,"Of, relating to, or involving technology, especially modern scientific technology.",1
reversedictionary.org,run,"Act or instance of running, of moving rapidly using the feet.",1
reversedictionary.org,bone,A composite material consisting largely of calcium phosphate and collagen and making up the skeleton of most vertebrates.,1
reversedictionary.org,djembe,"A large, skin-covered drum played with the hands, used in West African and some fusion music.",1
reversedictionary.org,equipment,"The act of equipping, or the state of being equipped, as for a voyage or expedition.",1
reversedictionary.org,sound,A sensation perceived by the ear caused by the vibration of air or some other medium.,1
reversedictionary.org,vehemence,A wild or turbulent ferocity or fury.,1
reversedictionary.org,engineering,"To design, construct or manage something as an engineer.",22
reversedictionary.org,devices,"Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.",-1
reversedictionary.org,academic,"A senior member of an academy, college, or university; a person who attends an academy; a person engaged in scholarly pursuits; one who is academic in practice.",1
reversedictionary.org,digital,"Property of representing values as discrete, usually binary, numbers rather than a continuous spectrum.",1
reversedictionary.org,nanotechnology,The science and technology of creating nanoparticles and of manufacturing machines which have sizes within the range of nanometres.,1
reversedictionary.org,bat,"Any of the flying mammals of the order Chiroptera, usually small and nocturnal, insectivorous or frugivorous.",1
reversedictionary.org,slam,A sudden impact or blow.,2
reversedictionary.org,wireless,The medium of radio communication.,1
reversedictionary.org,literacy,The ability to read and write.,1
reversedictionary.org,gadget,"Any device or machine, especially one whose name cannot be recalled. Often either clever or complicated.",1
reversedictionary.org,pursue,"To follow urgently, originally with intent to capture or harm; to chase.",1
reversedictionary.org,frustration,The feeling of annoyance when one's actions are criticized or hindered,1
reversedictionary.org,device,"Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.",1
reversedictionary.org,fervor,A passionate enthusiasm for some cause.,418
reversedictionary.org,apprenticeship,The system by which a person learning a craft or trade is instructed by a master for a set time under set conditions.,1
reversedictionary.org,catch,The act of seizing or capturing.,2
reversedictionary.org,tool,A mechanical device intended to make a task easier.,1
reversedictionary.org,pursuit,The act of pursuing.,1
reversedictionary.org,anxiety,"An unpleasant state of mental uneasiness, nervousness, apprehension and obsession or concern about some uncertain event.",1
reversedictionary.org,energy,The impetus behind all motion and all activity.,1
reversedictionary.org,search,An attempt to find something.,1
reversedictionary.org,indignation,A self-righteous anger or disgust.,1
reversedictionary.org,training,To practice an ability.,816
reversedictionary.org,attitude,The position of the body or way of carrying oneself.,1
reversedictionary.org,cram,The act of cramming (forcing or stuffing something).,1
reversedictionary.org,guitar,"A stringed musical instrument, of European origin, usually with a fretted fingerboard and six strings, played with the fingers or a plectrum (guitar pick).",1
reversedictionary.org,can,"A more or less cylindrical vessel for liquids, usually of steel or aluminium, but sometimes of plastic, and with a carrying handle over the top.",7
reversedictionary.org,drummer,One who plays the drums.,1
reversedictionary.org,education,"The process of imparting knowledge, skill and judgment.",1
reversedictionary.org,pat,"A light tap or slap, especially with the hands",1
reversedictionary.org,fire,"A (usually self-sustaining) chemical reaction involving the bonding of oxygen with carbon or other fuel, with the production of heat and the presence of flame or smouldering.",1
reversedictionary.org,jealousy,A resentment towards someone for a perceived advantage or superiority they hold.,1
reversedictionary.org,electronics,The study and use of electrical devices that operate by controlling the flow of electrons or other electrically charged particles or by converting the flow of charged particles to or from other forms of energy.,1
reversedictionary.org,searching,To look in (a place) for something.,-1
reversedictionary.org,erudition,"Profound knowledge, especially that based on learning and scholarship.",1
reversedictionary.org,computers,"A programmable electronic device that performs mathematical calculations and logical operations, especially one that can process, store and retrieve large amounts of data very quickly; now especially, a small one for personal or home use employed for manipulating text or graphics, accessing the Internet, or playing games or media.",-1
reversedictionary.org,dog,"A mammal, Canis familiaris or Canis lupus familiaris, that has been domesticated for thousands of years, of highly variable appearance due to human breeding.",1
reversedictionary.org,club,"An association of members joining together for some common purpose, especially sports or recreation.",1
reversedictionary.org,college,A specialized division of a university.,1
reversedictionary.org,muzzleloader,A variety of firearm in which the weapon is loaded from the end that discharges the projectile (the muzzle).,35
reversedictionary.org,sense,"Any of the manners by which living beings perceive the physical world: for humans sight, smell, hearing, touch, taste.",1
reversedictionary.org,drumfish,Any fish of the family Sciaenidae; they make a loud noise by means of an air bladder.,14
reversedictionary.org,ergonomics,"The science of the design of equipment, especially so as to reduce operator fatigue, discomfort and injury.",1
reversedictionary.org,music,"A series of sounds organized in time, employing melody, harmony, tempo etc. usually to convey a mood.",2
reversedictionary.org,prey,A living thing that is eaten by another living thing.,1
reversedictionary.org,excitement,The state of being excited (emotionally aroused).,1
reversedictionary.org,undergraduate,A student at a university who has not yet received a degree.,1
reversedictionary.org,trap,"A machine or other device designed to catch (and sometimes kill) animals, either by holding them in a container, or by catching hold of part of the body.",1
reversedictionary.org,scholarship,A grant-in-aid to a student.,1
reversedictionary.org,empathy,"Identification with or understanding of the thoughts, feelings, or emotional state of another person.",1
reversedictionary.org,machine,"A device that directs and controls energy, often in the form of movement or electricity, to produce a certain effect.",5
reversedictionary.org,homework,"Work that is done at home, especially school exercises assigned by a teacher.",1
reversedictionary.org,ambush,The act of concealing oneself and lying in wait to attack by surprise.,1
reversedictionary.org,science,"A particular discipline or branch of learning, especially one dealing with measurable or systematic principles rather than intuition or natural ability.",21
reversedictionary.org,hunter,One who hunts game for sport or for food; a huntsman or huntswoman.,1
reversedictionary.org,thrum,"To cause a steady rhythmic vibration, usually by plucking.",1
reversedictionary.org,trumpet,"A musical instrument of the brass family, generally tuned to the key of B-flat; by extension, any type of lip-vibrated aerophone, most often valveless and not chromatic.",2
reversedictionary.org,jazz,"A musical art form rooted in West African cultural and musical expression and in the African American blues tradition, with diverse influences over time, commonly characterized by blue notes, syncopation, swing, call and response, polyrhythms and improvisation.",1
reversedictionary.org,bounty,"A reward for some specific act, especially one given by an authority or a government.",1
reversedictionary.org,coeducation,The education of male and female students in the same institution,5
reversedictionary.org,application,A computer program or the set of software that the end user perceives as a single entity as a tool for a well-defined purpose. (Also called: application program; application software.),1
reversedictionary.org,timpani,The set of precision kettledrums in an orchestra.,1
reversedictionary.org,fowl,A bird.,7
reversedictionary.org,feeling,"Sensation, particularly through the skin.",1
reversedictionary.org,sensation,A physical feeling or perception from something that comes into contact with the body; something sensed.,1
reversedictionary.org,ferret,"An often domesticated mammal (Mustela putorius furo) rather like a weasel, descended from the polecat and often trained to hunt burrowing animals.",1
reversedictionary.org,scouring,"To clean, polish, or wash something by rubbing and scrubbing it vigorously, frequently with an abrasive or cleaning agent.",-1
reversedictionary.org,sadness,The state or emotion of being sad.,1
reversedictionary.org,kill,The act of killing.,2
reversedictionary.org,instruction,"The act of instructing, teaching, or furnishing with information or knowledge.",1
reversedictionary.org,sentiment,"A general thought, feeling, or sense.",1
reversedictionary.org,enthusiasm,Intensity of feeling; excited interest or eagerness.,1
reversedictionary.org,compassion,"Deep awareness of the suffering of another, coupled with the wish to relieve it.",1
reversedictionary.org,homeschooling,Teaching children at home instead of sending them to school.,1
reversedictionary.org,sociology,"The study of society, human social interaction and the rules and processes that bind and separate people not only as individuals, but as members of associations, groups and institutions",1
reversedictionary.org,fear,"A strong, uncontrollable, unpleasant emotion or feeling caused by actual or perceived danger or threat.",1
reversedictionary.org,knowledge,Awareness of a particular fact or situation; a state of having been informed or made aware of something.,1
reversedictionary.org,joy,"A feeling of extreme happiness or cheerfulness, especially related to the acquisition or expectation of something good.",1
reversedictionary.org,emotional,Of or relating to the emotions.,1
reversedictionary.org,biotechnology,"The use of living organisms (especially microorganisms) in industrial, agricultural, medical and other technological applications.",1
reversedictionary.org,manufacturing,"To make things, usually on a large scale, with tools and either physical labor or machinery.",-1
reversedictionary.org,tech,Technology,1
reversedictionary.org,love,Strong affection.,1
reversedictionary.org,technical,"Of or pertaining to the useful or mechanic arts, or to any academic, legal, science, engineering, business, or the like terminology with specific and precise meaning or (frequently, as a degree of distinction) shades of meaning; specially appropriate to any art, science or engineering field, or business",1
reversedictionary.org,tuition,The training or instruction provided by a teacher or tutor.,1
reversedictionary.org,snare,A set of stiff wires held under tension against the lower skin of a drum to create a rattling sound.,3
reversedictionary.org,affection,A feeling of love or strong attachment.,3
reversedictionary.org,tap,"To touch one's finger, foot, or other body parts on a surface (usually) repeatedly.",1
reversedictionary.org,apparatus,A complex machine or instrument.,1
reversedictionary.org,biomedical,A product of the biomedicine industry.,1
reversedictionary.org,forage,(of an animal) To seek out and eat food.,225
reversedictionary.org,skill,To have personal or practical knowledge; be versed or practised; be expert or dextrous.,1
reversedictionary.org,tutoring,"To instruct or teach, especially an individual or small group.",-1
reversedictionary.org,clap,"The act of striking the palms of the hands, or any two surfaces, together.",1
reversedictionary.org,prospect,The act of looking forward; foresight; anticipation.,1
reversedictionary.org,passion,"Any great, strong, powerful emotion, especially romantic love or extreme hate.",1
reversedictionary.org,drumhead,"The thin circle of material attached to the top of a drum shell for the purpose of striking, sometimes made of skin and in such occurrences sometimes referred to as a skin, or drum-skin, but often synthetic.",24
reversedictionary.org,poachers,"A person who trespasses in order to take game illegally, one who poaches; a person who illegally takes animals or plants from the wild.",-1
reversedictionary.org,bucket,"A container made of rigid material, often with a handle, used to carry liquids or small items.",1
reversedictionary.org,anger,"A strong feeling of displeasure, hostility or antagonism towards someone or something, usually combined with an urge to harm.",1
reversedictionary.org,profession,"An occupation, trade, craft, or activity in which one has a professed expertise in a particular area; a job, especially one requiring a high level of skill or training.",1
reversedictionary.org,intensity,The degree of strength.,1
reversedictionary.org,educational,"Instructive, or helping to educate.",1
reversedictionary.org,systems,A collection of organized things; a whole composed of relationships among its members.,-1
reversedictionary.org,hound,"A dog, particularly a breed with a good sense of smell developed for hunting other animals.",1
reversedictionary.org,course,A path that something or someone moves along.,2
reversedictionary.org,software,"Encoded computer instructions, usually modifiable (unless stored in some form of unalterable memory such as ROM).",1
reversedictionary.org,scientific,"Of, or having to do with science.",1
reversedictionary.org,applications,"The act of applying or laying on, in a literal sense",-1
reversedictionary.org,mood,"A mental or emotional state, composure.",1
reversedictionary.org,warmth,A moderate degree of heat; the sensation of being warm.,1
reversedictionary.org,foraging,"To search for and gather food for animals, particularly cattle and horses.",-1
