model name,word,test set definition,ranking
onelook.com,ardor,fiery intensity of feeling,3
onelook.com,cannister,a usually cylindrical storage container especially,-1
onelook.com,dog,a domesticated carnivorous mammal canis familiaris related to the foxes and wolves and raised in a wide variety of breeds,-1
onelook.com,classwork,that part of a scholar s work that is done in class,5
onelook.com,shoot,to hit wound or kill with a missile fired from a weapon,1
onelook.com,trumpet,a soprano brass wind instrument consisting of a long metal tube looped once and ending in a flared bell the modern type being equipped with three valves for producing variations in pitch,2
onelook.com,homework,work such as schoolwork or piecework that is done at home,1
onelook.com,bucket,a cylindrical vessel used for holding or carrying liquids or solids a pail,1
onelook.com,anxiety,a state of uneasiness and apprehension as about future uncertainties,1
onelook.com,teacher,one who teaches especially one hired to teach,3
onelook.com,tuition,a fee for instruction especially at a formal institution of learning,1
onelook.com,stalk,a stem or main axis of a herbaceous plant,1
onelook.com,machine,a device consisting of fixed and moving parts that modifies mechanical energy and transmits it in a more useful form,1
onelook.com,predation,the act or practice of plundering or marauding,32
onelook.com,hunter,one who hunts game,1
onelook.com,saxophone,a woodwind instrument with a single reed mouthpiece and a usually curved conical metal tube including soprano alto tenor and baritone sizes,1
onelook.com,impression,an effect feeling or image retained as a consequence of experience,2
onelook.com,flute,a high pitched woodwind instrument consisting of a slender tube closed at one end with keys and finger holes on the side and an opening near the closed end across which the breath is blown,1
onelook.com,sentiment,a thought view or attitude especially one based mainly on emotion instead of reason an anti american sentiment swept through the country,-1
onelook.com,fervency,the condition or quality of being fervent,1
onelook.com,tutoring,a private instructor,-1
onelook.com,knowledge,the state or fact of knowing,1
onelook.com,experience,the apprehension of an object thought or emotion through the senses or mind a child s first experience of snow,-1
onelook.com,frustration,the act of frustrating or an instance of being frustrated,1
onelook.com,bat,a stout wooden stick a cudgel,-1
onelook.com,prey,an animal hunted or caught for food quarry,2
onelook.com,searching,examining closely or thoroughly probing a searching investigation of their past dealings,-1
onelook.com,barrel,a large cylindrical container usually made of staves bound together with hoops with a flat top and bottom of equal diameter,1
onelook.com,cram,to force press or squeeze into an insufficient space stuff,1
onelook.com,love,a deep tender ineffable feeling of affection and solicitude toward a person such as that arising from kinship recognition of attractive qualities or a sense of underlying oneness,1
onelook.com,skill,proficiency facility or dexterity that is acquired or developed through training or experience,1
onelook.com,harmonica,a small rectangular instrument consisting of a row of free reeds set back in air holes played by exhaling or inhaling,1
onelook.com,thump,a blow with a blunt object,5
onelook.com,intensity,exceptionally great concentration power or force,2
onelook.com,band,a group of musicians who perform as an ensemble,2
onelook.com,expertise,expert advice or opinion,3
onelook.com,training,the process or routine of one who trains,6
onelook.com,pat,a light quik blow or stroke with the fingers or hand a tap,1
onelook.com,instrument,a device for recording measuring or controlling especially such a device functioning as part of a control system,1
onelook.com,apprenticeship,the condition of or the time served by an apprentice,1
onelook.com,automation,the automatic operation or control of equipment a process or a system,1
onelook.com,scouring,to search an area thoroughly,-1
onelook.com,literacy,the condition or quality of being literate especially the ability to read and write,1
onelook.com,preparation,the act or process of preparing,1
onelook.com,jazz,a style of music native to america characterized by a strong but flexible rhythmic understructure with solo and ensemble improvisations on basic tunes and chord patterns and more recently a highly sophisticated harmonic idiom,1
onelook.com,manufacturing,the action of the verb to manufacture,1
onelook.com,erudition,deep extensive learning,6
onelook.com,tin,a malleable silvery metallic element obtained chiefly from cassiterite,1
onelook.com,progress,movement as toward a goal advance,6
onelook.com,anger,a strong feeling of displeasure or hostility,-1
onelook.com,wireless,the word wireless is normally used to refer to any type of electrical or electronic operation which is done without a hard wired connection,-1
onelook.com,shop,a small retail store or a specialty department in a large store,2
onelook.com,tutelage,teaching pupils individually usually by a tutor hired privately,5
onelook.com,computer,a device that computes especially a programmable electronic machine that performs high speed mathematical or logical operations or that assembles stores correlates or otherwise processes information,1
onelook.com,medicine,the science of diagnosing treating or preventing disease and other damage to the body or mind,1
onelook.com,digital,of relating to or resembling a digit especially a finger,1
onelook.com,rap,a quick light blow or knock,-1
onelook.com,educational,of or relating to education,1
onelook.com,computing,to determine by mathematics especially by numerical methods computed the tax due,-1
onelook.com,communication,the act of communicating transmission,1
onelook.com,fire,enthusiasm,-1
onelook.com,hound,a domestic dog of any of various breeds commonly used for hunting characteristically having drooping ears a short coat and a deep resonant voice,1
onelook.com,school,an institution for the instruction of children or people under college age,1
onelook.com,drumhead,the material stretched over one end or either of both ends of a drum,1
onelook.com,internet,an interconnected system of networks that connects computers around the world via the tcp ip protocol,1
onelook.com,scientific,of relating to or employing the methodology of science,1
onelook.com,bongo,one of a pair of connected tuned drums that are played by beating with the hands,37
onelook.com,nanotechnology,the science and technology of building devices such as electronic circuits from single atoms and molecules,1
onelook.com,student,one who is enrolled or attends classes at a school college or university,1
onelook.com,knock,to strike with a hard blow,72
onelook.com,devices,plural form of device,1
onelook.com,chase,to follow rapidly in order to catch or overtake pursue chased the thief,1
onelook.com,hunting,the activity or sport of pursuing game,1
onelook.com,pedagogy,the art or profession of teaching,2
onelook.com,prospect,the act of surveying or examining,161
onelook.com,curriculum,all the courses of study offered by an educational institution,1
onelook.com,pail,a watertight cylindrical vessel open at the top and fitted with a handle a bucket,1
onelook.com,clap,to strike the palms of the hands together with a sudden explosive sound as in applauding,1
onelook.com,club,a stout heavy stick usually thicker at one end suitable for use as a weapon a cudgel,1
onelook.com,energy,the capacity for work or vigorous activity vigor power,1
onelook.com,pursuit,the act or an instance of chasing or pursuing,1
onelook.com,slam,to hit or strike with great force,83
onelook.com,percussion,the striking together of two bodies especially when noise is produced,-1
onelook.com,sentimentality,the quality or condition of being excessively or affectedly sentimental,1
onelook.com,culture,the totality of socially transmitted behavior patterns arts beliefs institutions and all other products of human work and thought,1
onelook.com,hardware,computer science a computer and the associated physical equipment directly involved in the performance of data processing or communications functions,1
onelook.com,cylinder,mathematics the surface generated by a straight line intersecting and moving along a closed plane curve the directrix while remaining parallel to a fixed straight line that is not on or parallel to the plane of the directrix,1
onelook.com,trap,a contrivance for catching and holding animals as a concealed pit or a clamplike device that springs shut suddenly,1
onelook.com,heat,a form of energy associated with the motion of atoms or molecules and capable of being transmitted through solid and fluid media by conduction through fluid media by convection and through empty space by radiation,1
onelook.com,profession,an occupation or career one of the highest compliments a child can pay a parent is to choose his or her profession joan nathan,-1
onelook.com,trace,a visible mark such as a footprint made or left by the passage of a person animal or thing,3
onelook.com,technological,relating to or involving technology especially scientific technology,1
onelook.com,joy,intense and especially ecstatic or exultant happiness,5
onelook.com,gadget,a small specialized mechanical or electronic device a contrivance,1
onelook.com,kill,to put to death,2
onelook.com,systems,plural form of system,1
onelook.com,innovation,the act of introducing something new,1
onelook.com,snare,a trapping device often consisting of a noose used for capturing birds and small mammals,1
onelook.com,ambush,the act of lying in wait to attack by surprise,1
onelook.com,wheel,a wheel is a disc or circle shaped mechanical device,84
onelook.com,equipment,the act of equipping or the state of being equipped,57
onelook.com,bounty,liberality in giving,21
onelook.com,schooling,instruction or training given at school,-1
onelook.com,gun,a weapon consisting of a metal tube from which a projectile is fired at high velocity into a relatively flat trajectory,1
onelook.com,perception,the process act or faculty of perceiving,1
onelook.com,probe,an exploratory action expedition or device especially one designed to investigate and obtain information on a remote or unknown region,1
onelook.com,music,the art of arranging sounds in time so as to produce a continuous unified and evocative composition as through melody harmony rhythm and timbre,1
onelook.com,learning,the act process or experience of gaining knowledge or skill,1
onelook.com,happiness,the emotion of being happy joy,1
onelook.com,drummer,one who plays a drum as in a band,1
onelook.com,manhunt,an organized extensive search for a person usually a fugitive criminal,1
onelook.com,biotechnology,the use of microorganisms such as bacteria or yeasts or biological substances such as enzymes to perform specific industrial or manufacturing processes,1
onelook.com,enthusiasm,great excitement for or interest in a subject or cause,1
onelook.com,beat,to strike repeatedly,2
onelook.com,sensation,a perception associated with stimulation of a sense organ or with a specific body condition the sensation of heat a visual sensation,-1
onelook.com,instruction,the act practice or profession of instructing,3
onelook.com,software,computer science the programs routines and symbolic languages that control the functioning of the hardware and direct its operation,1
onelook.com,sense,any of the faculties by which stimuli from outside or inside the body are received and felt as the faculties of hearing sight smell touch taste and equilibrium,1
onelook.com,bugle,a brass wind instrument somewhat shorter than a trumpet and lacking keys or valves,2
onelook.com,consciousness,the state or condition of being conscious,1
onelook.com,quest,the act or an instance of seeking or pursuing something a search,1
onelook.com,science,the observation identification description experimental investigation and theoretical explanation of phenomena,1
onelook.com,forage,the act of looking or searching for food or provisions,-1
onelook.com,tap,to strike gently with a light blow or blows,1
onelook.com,adult,one who has attained maturity or legal age,1
