model name,word,test set definition,ranking
onelook.com,knock,"An abrupt rapping sound, as from an impact of a hard object against wood.",1
onelook.com,classroom,"A room, often in a school, where classes take place",1
onelook.com,band,"A group of musicians who perform together as an ensemble, usually for a professional recording artist.",1
onelook.com,sympathy,A feeling of pity or sorrow for the suffering or distress of another; compassion.,2
onelook.com,technology,The organization of knowledge for practical purposes.,-1
onelook.com,bongo,"Either of a pair of small drums of Cuban origin, played by beating with the hands.",-1
onelook.com,telephone,"A telecommunication device (originally mechanical, and now electronic) used for two-way talking with another person (now often shortened to phone).",118
onelook.com,progress,"Movement or advancement through a series of events, or points in time; development through time.",-1
onelook.com,tin,"An airtight container, made of tin or another metal, used to preserve food.",-1
onelook.com,pound,"To strike hard, usually repeatedly.",4
onelook.com,stalk,To approach slowly and quietly in order not to be discovered when getting closer.,56
onelook.com,tools,A mechanical device intended to make a task easier.,-1
onelook.com,robotics,"The science and technology of robots, their design, manufacture, and application",1
onelook.com,wheel,"A circular device capable of rotating on its axis, facilitating movement or transportation or performing labour in machines.",7
onelook.com,falcon,"Any bird of the genus Falco, all of which are birds of prey.",1
onelook.com,rap,A sharp blow with something hard.,-1
onelook.com,learning,"To acquire, or attempt to acquire knowledge or an ability to do something.",-1
onelook.com,disgust,An intense dislike or loathing someone feels for something bad or nasty.,2
onelook.com,harmonica,"A musical wind instrument with a series of holes for the player to blow into, each hole producing a different note",1
onelook.com,expertise,Great skill or knowledge in a particular field or hobby.,1
onelook.com,preschool,A nursery school.,1
onelook.com,perception,"The organisation, identification and interpretation of sensory information.",1
onelook.com,communication,The concept or state of exchanging data or information between entities.,1
onelook.com,automation,"The act or process of converting the controlling of a machine or device to a more automatic system, such as computer or electronic controls.",1
onelook.com,bang,A sudden percussive noise.,1
onelook.com,quest,"A journey or effort in pursuit of a goal (often lengthy, ambitious, or fervent); a mission.",1
onelook.com,orchestral,Relating to an orchestra or to music played by an orchestra.,1
onelook.com,sentimentality,An act or state of being sentimental.,1
onelook.com,mechanism,"(within a machine or machinery) Any mechanical means for the conversion or control of motion, or the transmission or control of power.",1
onelook.com,tambourine,"A percussion instrument consisting of a small, usually wooden, hoop closed on one side with a drum frame and featuring jingling metal disks on the tread; it is most often held in the hand and shaken rhythmically; by extension, any frame drum.",1
onelook.com,cylinder,Any object in the form of a circular cylinder.,1
onelook.com,cymbal,"A concave plate of brass or bronze that produces a sharp, ringing sound when struck: played either in pairs, by striking them together, or singly by striking with a drumstick or the like.",1
onelook.com,manhunt,An organized search for a criminal or enemy.,1
onelook.com,trace,A residue of some substance or material.,3
onelook.com,tenderness,"A tendency to express warm, compassionate feelings",4
onelook.com,experience,"A collection of events and or activities from which an individual or group may gather knowledge, opinions, and skills.",1
onelook.com,percussion,The collision of two bodies in order to produce a sound.,1
onelook.com,hunting,"The act of finding and killing a wild animal, either for sport or with the intention of using its parts to make food, clothes, etc.",-1
onelook.com,thump,A blow that produces a muffled sound.,90
onelook.com,capabilities,The power or ability to generate an outcome,-1
onelook.com,instrument,A device used to produce music.,1
onelook.com,predation,The action of attacking or plundering.,-1
onelook.com,transhumanism,"A philosophy favouring the use of science and technology, especially neurotechnology, biotechnology, and nanotechnology, to overcome human limitations and improve the human condition.",1
onelook.com,shop,"An establishment that sells goods or services to the public; originally only a physical location, but now a virtual establishment as well.",-1
onelook.com,barrel,"A round vessel or cask, of greater length than breadth, and bulging in the middle, made of staves bound with hoops, and having flat ends or heads. Sometimes applied to a similar cylindrical container made of metal, usually called a drum.",1
onelook.com,shakedown,"Extortion, especially through blackmail",-1
onelook.com,research,"Diligent inquiry or examination to seek or revise facts, principles, theories, applications, etc.; laborious or continued search after truth.",1
onelook.com,ardor,Great warmth of feeling; fervor; passion.,1
onelook.com,consciousness,The state of being conscious or aware; awareness.,1
onelook.com,preparation,The act of preparing or getting ready.,1
onelook.com,whale,Any of several species of large sea mammals of the infraorder Cetacea.,1
onelook.com,curriculum,"The set of courses, coursework, and their content, offered at a school or university.",1
onelook.com,teaching,The profession of educating people.,1
onelook.com,innovation,"Something new, and contrary to established customs, manners, or rites.",1
onelook.com,technological,"Of, relating to, or involving technology, especially modern scientific technology.",1
onelook.com,run,"Act or instance of running, of moving rapidly using the feet.",4
onelook.com,bone,A composite material consisting largely of calcium phosphate and collagen and making up the skeleton of most vertebrates.,-1
onelook.com,djembe,"A large, skin-covered drum played with the hands, used in West African and some fusion music.",1
onelook.com,equipment,"The act of equipping, or the state of being equipped, as for a voyage or expedition.",58
onelook.com,sound,A sensation perceived by the ear caused by the vibration of air or some other medium.,1
onelook.com,vehemence,A wild or turbulent ferocity or fury.,110
onelook.com,engineering,"To design, construct or manage something as an engineer.",-1
onelook.com,devices,"Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.",-1
onelook.com,academic,"A senior member of an academy, college, or university; a person who attends an academy; a person engaged in scholarly pursuits; one who is academic in practice.",-1
onelook.com,digital,"Property of representing values as discrete, usually binary, numbers rather than a continuous spectrum.",1
onelook.com,nanotechnology,The science and technology of creating nanoparticles and of manufacturing machines which have sizes within the range of nanometres.,1
onelook.com,bat,"Any of the flying mammals of the order Chiroptera, usually small and nocturnal, insectivorous or frugivorous.",1
onelook.com,slam,A sudden impact or blow.,177
onelook.com,wireless,The medium of radio communication.,1
onelook.com,literacy,The ability to read and write.,1
onelook.com,gadget,"Any device or machine, especially one whose name cannot be recalled. Often either clever or complicated.",1
onelook.com,pursue,"To follow urgently, originally with intent to capture or harm; to chase.",1
onelook.com,frustration,The feeling of annoyance when one's actions are criticized or hindered,1
onelook.com,device,"Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.",1
onelook.com,fervor,A passionate enthusiasm for some cause.,19
onelook.com,apprenticeship,The system by which a person learning a craft or trade is instructed by a master for a set time under set conditions.,1
onelook.com,catch,The act of seizing or capturing.,-1
onelook.com,tool,A mechanical device intended to make a task easier.,1
onelook.com,pursuit,The act of pursuing.,1
onelook.com,anxiety,"An unpleasant state of mental uneasiness, nervousness, apprehension and obsession or concern about some uncertain event.",1
onelook.com,energy,The impetus behind all motion and all activity.,1
onelook.com,search,An attempt to find something.,1
onelook.com,indignation,A self-righteous anger or disgust.,1
onelook.com,training,To practice an ability.,-1
onelook.com,attitude,The position of the body or way of carrying oneself.,-1
onelook.com,cram,The act of cramming (forcing or stuffing something).,5
onelook.com,guitar,"A stringed musical instrument, of European origin, usually with a fretted fingerboard and six strings, played with the fingers or a plectrum (guitar pick).",1
onelook.com,can,"A more or less cylindrical vessel for liquids, usually of steel or aluminium, but sometimes of plastic, and with a carrying handle over the top.",1
onelook.com,drummer,One who plays the drums.,1
onelook.com,education,"The process of imparting knowledge, skill and judgment.",1
onelook.com,pat,"A light tap or slap, especially with the hands",1
onelook.com,fire,"A (usually self-sustaining) chemical reaction involving the bonding of oxygen with carbon or other fuel, with the production of heat and the presence of flame or smouldering.",1
onelook.com,jealousy,A resentment towards someone for a perceived advantage or superiority they hold.,2
onelook.com,electronics,The study and use of electrical devices that operate by controlling the flow of electrons or other electrically charged particles or by converting the flow of charged particles to or from other forms of energy.,1
onelook.com,searching,To look in (a place) for something.,-1
onelook.com,erudition,"Profound knowledge, especially that based on learning and scholarship.",1
onelook.com,computers,"A programmable electronic device that performs mathematical calculations and logical operations, especially one that can process, store and retrieve large amounts of data very quickly; now especially, a small one for personal or home use employed for manipulating text or graphics, accessing the Internet, or playing games or media.",-1
onelook.com,dog,"A mammal, Canis familiaris or Canis lupus familiaris, that has been domesticated for thousands of years, of highly variable appearance due to human breeding.",1
onelook.com,club,"An association of members joining together for some common purpose, especially sports or recreation.",1
onelook.com,college,A specialized division of a university.,47
onelook.com,muzzleloader,A variety of firearm in which the weapon is loaded from the end that discharges the projectile (the muzzle).,128
onelook.com,sense,"Any of the manners by which living beings perceive the physical world: for humans sight, smell, hearing, touch, taste.",1
onelook.com,drumfish,Any fish of the family Sciaenidae; they make a loud noise by means of an air bladder.,2
onelook.com,ergonomics,"The science of the design of equipment, especially so as to reduce operator fatigue, discomfort and injury.",-1
onelook.com,music,"A series of sounds organized in time, employing melody, harmony, tempo etc. usually to convey a mood.",1
onelook.com,prey,A living thing that is eaten by another living thing.,1
onelook.com,excitement,The state of being excited (emotionally aroused).,1
onelook.com,undergraduate,A student at a university who has not yet received a degree.,1
onelook.com,trap,"A machine or other device designed to catch (and sometimes kill) animals, either by holding them in a container, or by catching hold of part of the body.",1
onelook.com,scholarship,A grant-in-aid to a student.,1
onelook.com,empathy,"Identification with or understanding of the thoughts, feelings, or emotional state of another person.",1
onelook.com,machine,"A device that directs and controls energy, often in the form of movement or electricity, to produce a certain effect.",24
onelook.com,homework,"Work that is done at home, especially school exercises assigned by a teacher.",1
onelook.com,ambush,The act of concealing oneself and lying in wait to attack by surprise.,1
onelook.com,science,"A particular discipline or branch of learning, especially one dealing with measurable or systematic principles rather than intuition or natural ability.",4
onelook.com,hunter,One who hunts game for sport or for food; a huntsman or huntswoman.,1
onelook.com,thrum,"To cause a steady rhythmic vibration, usually by plucking.",4
onelook.com,trumpet,"A musical instrument of the brass family, generally tuned to the key of B-flat; by extension, any type of lip-vibrated aerophone, most often valveless and not chromatic.",1
onelook.com,jazz,"A musical art form rooted in West African cultural and musical expression and in the African American blues tradition, with diverse influences over time, commonly characterized by blue notes, syncopation, swing, call and response, polyrhythms and improvisation.",1
onelook.com,bounty,"A reward for some specific act, especially one given by an authority or a government.",-1
onelook.com,coeducation,The education of male and female students in the same institution,1
onelook.com,application,A computer program or the set of software that the end user perceives as a single entity as a tool for a well-defined purpose. (Also called: application program; application software.),-1
onelook.com,timpani,The set of precision kettledrums in an orchestra.,1
onelook.com,fowl,A bird.,-1
onelook.com,feeling,"Sensation, particularly through the skin.",-1
onelook.com,sensation,A physical feeling or perception from something that comes into contact with the body; something sensed.,1
onelook.com,ferret,"An often domesticated mammal (Mustela putorius furo) rather like a weasel, descended from the polecat and often trained to hunt burrowing animals.",1
onelook.com,scouring,"To clean, polish, or wash something by rubbing and scrubbing it vigorously, frequently with an abrasive or cleaning agent.",-1
onelook.com,sadness,The state or emotion of being sad.,1
onelook.com,kill,The act of killing.,-1
onelook.com,instruction,"The act of instructing, teaching, or furnishing with information or knowledge.",2
onelook.com,sentiment,"A general thought, feeling, or sense.",5
onelook.com,enthusiasm,Intensity of feeling; excited interest or eagerness.,2
onelook.com,compassion,"Deep awareness of the suffering of another, coupled with the wish to relieve it.",1
onelook.com,homeschooling,Teaching children at home instead of sending them to school.,1
onelook.com,sociology,"The study of society, human social interaction and the rules and processes that bind and separate people not only as individuals, but as members of associations, groups and institutions",23
onelook.com,fear,"A strong, uncontrollable, unpleasant emotion or feeling caused by actual or perceived danger or threat.",1
onelook.com,knowledge,Awareness of a particular fact or situation; a state of having been informed or made aware of something.,1
onelook.com,joy,"A feeling of extreme happiness or cheerfulness, especially related to the acquisition or expectation of something good.",1
onelook.com,emotional,Of or relating to the emotions.,1
onelook.com,biotechnology,"The use of living organisms (especially microorganisms) in industrial, agricultural, medical and other technological applications.",1
onelook.com,manufacturing,"To make things, usually on a large scale, with tools and either physical labor or machinery.",-1
onelook.com,tech,Technology,4
onelook.com,love,Strong affection.,1
onelook.com,technical,"Of or pertaining to the useful or mechanic arts, or to any academic, legal, science, engineering, business, or the like terminology with specific and precise meaning or (frequently, as a degree of distinction) shades of meaning; specially appropriate to any art, science or engineering field, or business",1
onelook.com,tuition,The training or instruction provided by a teacher or tutor.,14
onelook.com,snare,A set of stiff wires held under tension against the lower skin of a drum to create a rattling sound.,1
onelook.com,affection,A feeling of love or strong attachment.,1
onelook.com,tap,"To touch one's finger, foot, or other body parts on a surface (usually) repeatedly.",1
onelook.com,apparatus,A complex machine or instrument.,1
onelook.com,biomedical,A product of the biomedicine industry.,-1
onelook.com,forage,(of an animal) To seek out and eat food.,1
onelook.com,skill,To have personal or practical knowledge; be versed or practised; be expert or dextrous.,6
onelook.com,tutoring,"To instruct or teach, especially an individual or small group.",-1
onelook.com,clap,"The act of striking the palms of the hands, or any two surfaces, together.",1
onelook.com,prospect,The act of looking forward; foresight; anticipation.,3
onelook.com,passion,"Any great, strong, powerful emotion, especially romantic love or extreme hate.",1
onelook.com,drumhead,"The thin circle of material attached to the top of a drum shell for the purpose of striking, sometimes made of skin and in such occurrences sometimes referred to as a skin, or drum-skin, but often synthetic.",36
onelook.com,poachers,"A person who trespasses in order to take game illegally, one who poaches; a person who illegally takes animals or plants from the wild.",-1
onelook.com,bucket,"A container made of rigid material, often with a handle, used to carry liquids or small items.",1
onelook.com,anger,"A strong feeling of displeasure, hostility or antagonism towards someone or something, usually combined with an urge to harm.",1
onelook.com,profession,"An occupation, trade, craft, or activity in which one has a professed expertise in a particular area; a job, especially one requiring a high level of skill or training.",1
onelook.com,intensity,The degree of strength.,1
onelook.com,educational,"Instructive, or helping to educate.",1
onelook.com,systems,A collection of organized things; a whole composed of relationships among its members.,-1
onelook.com,hound,"A dog, particularly a breed with a good sense of smell developed for hunting other animals.",1
onelook.com,course,A path that something or someone moves along.,-1
onelook.com,software,"Encoded computer instructions, usually modifiable (unless stored in some form of unalterable memory such as ROM).",1
onelook.com,scientific,"Of, or having to do with science.",1
onelook.com,applications,"The act of applying or laying on, in a literal sense",-1
onelook.com,mood,"A mental or emotional state, composure.",1
onelook.com,warmth,A moderate degree of heat; the sensation of being warm.,1
onelook.com,foraging,"To search for and gather food for animals, particularly cattle and horses.",-1
